,Place Name,Postal Code,Town Name,Region 1,Region 2,City / Town
2103,Nyanga,7755,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2104,Athlone,7760,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2105,Gatesville,7766,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2106,Lansdowne,7779,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2107,Lansdowne,7780,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2108,Hanover Park,7780,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2109,Hampton Estate,7780,Gatesville,Western Cape,City of Cape Town (CPT),Cape Town
2110,Sunlands Estate,7780,Kenwyn,Western Cape,City of Cape Town (CPT),Cape Town
2111,Turfhall Estate,7780,Kenwyn,Western Cape,City of Cape Town (CPT),Cape Town
2112,Crawford,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2113,Kenwyn,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2114,Ascot Village,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2115,Belthorne Estate,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2116,Blomvlei Estate,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2117,Freedom Park,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2118,Garlandale Estate,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2119,Green Peace Village,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2120,Groenvlei,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2121,Heatherley Estate,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2122,Kenilworth Ext,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2123,Klein Turf Hall Est,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2124,Mount View,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2125,Nerissa Estate,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2126,Olivine Estate,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2127,Penlyn Estate,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2128,Pinati Est,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2129,Pinati Lgd,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2130,Portia Estate,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2131,Riverside Park,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2132,Rondebosch East,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2133,Sierra Park,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2134,Turfhall Park,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2135,Wetton,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2136,Wetton Park,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2137,Wheatfield Estate,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2138,Woodlands Park,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2139,Yorkshire Estate,7780,Lansdowne,Western Cape,City of Cape Town (CPT),Cape Town
2140,South Riding,7780,Ottery,Western Cape,City of Cape Town (CPT),Cape Town
2141,Hanover Park,7782,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2142,Khayelitsha,7783,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2143,Khayelitsha,7784,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2144,Khanya Park,7784,Khayalitsha,Western Cape,City of Cape Town (CPT),Cape Town
2145,Town Two,7784,Khayalitsha,Western Cape,City of Cape Town (CPT),Cape Town
2146,Nonkqubela,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2147,Area Sst,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2148,Bongweni,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2149,Ekuphumleni,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2150,Elitha Park,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2151,Graceland,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2152,Griffiths Mxenge,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2153,Harare,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2154,Holomisa,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2155,Ikwezi Park,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2156,K Section,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2157,Khayelitsha Ext 35,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2158,Khulani Park,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2159,Luvuyo Park,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2160,Macassar,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2161,Makhaya,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2162,Mandela Park,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2163,New Green Point,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2164,Nobuhle,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2165,Phakamisa,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2166,Scholla Jiba,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2167,Site B,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2168,Site C,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2169,Tembani,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2170,Victoria Mxenge,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2171,Washington Park,7784,Khayelitsha,Western Cape,City of Cape Town (CPT),Cape Town
2172,Lingelethu West,7784,LINGELETHU WEST,Western Cape,City of Cape Town (CPT),Cape Town
2173,Weltevreden Valley North,7784,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2174,X Section Site B,7784,X SECTION SITE B,Western Cape,City of Cape Town (CPT),Cape Town
2175,Mitchells Plain,7785,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2176,Lentegeur,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2177,Alphine Park,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2178,Area Al,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2179,Beacon Valley,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2180,Blue Horizon,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2181,Colorado Park,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2182,Eastridge,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2183,Freedom Park,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2184,Greenhill Village,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2185,Heyns Park,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2186,Heynspark,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2187,Heynspark Ext 2,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2188,Hydepark,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2189,Kosovo,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2190,Las Vegas,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2191,London Village,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2192,Lost City,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2193,Mandalay,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2194,Merrydale,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2195,Merrydale Park,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2196,Montclair,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2197,Montrose Park,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2198,Morgenster,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2199,New Tafelsig,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2200,New Woodlands,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2201,Parkview,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2202,Portlands,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2203,Samora Machel,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2204,Sea Ridge Park,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2205,Swartklip,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2206,Tafelsig,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2207,The Farm,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2208,The Leagues,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2209,Weltevreden Glen,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2210,Weltevreden Valley,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2211,Westgate Mall,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2212,Wildwoods,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2213,Woodbury,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2214,Woodlands,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2215,Woodridge,7785,Mitchells Plain,Western Cape,City of Cape Town (CPT),Cape Town
2216,Rondevlei Park,7785,Mitchells Plein,Western Cape,City of Cape Town (CPT),Cape Town
2217,Mitchells Plain,7789,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2218,Plumstead,7800,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2219,Ottery,7800,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2220,Wynberg,7800,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2221,Southfield,7800,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2222,Diep River,7800,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2223,Diep Rivier,7800,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2224,Avondale Gardens,7800,Diep River,Western Cape,City of Cape Town (CPT),Cape Town
2225,Windsor Park,7800,Diep River,Western Cape,City of Cape Town (CPT),Cape Town
2226,Mdc,7800,MDC,Western Cape,City of Cape Town (CPT),Cape Town
2227,Ferness Estate,7800,Ottery,Western Cape,City of Cape Town (CPT),Cape Town
2228,Constantia Meadows,7800,Plumstead,Western Cape,City of Cape Town (CPT),Cape Town
2229,Flora Acres,7800,Plumstead,Western Cape,City of Cape Town (CPT),Cape Town
2230,Greenfields Park,7800,Plumstead,Western Cape,City of Cape Town (CPT),Cape Town
2231,Hunters Manor,7800,Plumstead,Western Cape,City of Cape Town (CPT),Cape Town
2232,Prince George Meadows,7800,Plumstead,Western Cape,City of Cape Town (CPT),Cape Town
2233,Steurhof,7800,Plumstead,Western Cape,City of Cape Town (CPT),Cape Town
2234,Timour Hall Estate,7800,Plumstead,Western Cape,City of Cape Town (CPT),Cape Town
2235,Trovato Estate,7800,Plumstead,Western Cape,City of Cape Town (CPT),Cape Town
2236,Upper Wynberg,7800,Plumstead,Western Cape,City of Cape Town (CPT),Cape Town
2237,Wittebome,7800,Plumstead,Western Cape,City of Cape Town (CPT),Cape Town
2238,Flintdale Estate,7800,Southfield,Western Cape,City of Cape Town (CPT),Cape Town
2239,Princessvlei,7800,Southfield,Western Cape,City of Cape Town (CPT),Cape Town
2240,Fairways,7800,Wynberg,Western Cape,City of Cape Town (CPT),Cape Town
2241,Golf Estate,7800,Wynberg,Western Cape,City of Cape Town (CPT),Cape Town
2242,Golf Links Estate,7800,Wynberg,Western Cape,City of Cape Town (CPT),Cape Town
2243,Maynardville,7800,Wynberg,Western Cape,City of Cape Town (CPT),Cape Town
2244,Plumstead,7801,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2245,Ottery,7808,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2246,Wynberg,7824,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2247,Constantia,7848,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2248,Bergvliet,7864,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2249,Hout Bay,7872,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2250,Southfield,7880,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2251,Grassy Park,7888,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2252,Woodstock,7915,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2253,Woodstock,7925,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2254,Observatory,7925,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2255,Groote Schuur,7925,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2256,Salt River,7925,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2257,Sir Lowry Road,7925,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2258,University Estate,7925,Woodstock,Western Cape,City of Cape Town (CPT),Cape Town
2259,Walmer Estate,7925,Woodstock,Western Cape,City of Cape Town (CPT),Cape Town
2260,Zonnebloem,7925,Woodstock,Western Cape,City of Cape Town (CPT),Cape Town
2261,Observatory,7935,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2262,Groote Schuur,7937,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2263,Grassy Park,7941,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2264,Lotus River,7941,Grassy Park,Western Cape,City of Cape Town (CPT),Cape Town
2265,Eagle Park,7941,Grassy Park,Western Cape,City of Cape Town (CPT),Cape Town
2266,Fishermans Cove,7941,Grassy Park,Western Cape,City of Cape Town (CPT),Cape Town
2267,Goolhurst,7941,Grassy Park,Western Cape,City of Cape Town (CPT),Cape Town
2268,Grassy Park Ext 15,7941,Grassy Park,Western Cape,City of Cape Town (CPT),Cape Town
2269,Knole Park,7941,Grassy Park,Western Cape,City of Cape Town (CPT),Cape Town
2270,Montagu's Gifts,7941,Grassy Park,Western Cape,City of Cape Town (CPT),Cape Town
2271,Parkwood Estate,7941,Grassy Park,Western Cape,City of Cape Town (CPT),Cape Town
2272,Pelican Heights,7941,Grassy Park,Western Cape,City of Cape Town (CPT),Cape Town
2273,Pelican Park,7941,Grassy Park,Western Cape,City of Cape Town (CPT),Cape Town
2274,Zeekoeivlei,7941,Grassy Park,Western Cape,City of Cape Town (CPT),Cape Town
2275,Schaap Kraal,7941,Ottery,Western Cape,City of Cape Town (CPT),Cape Town
2276,Phumilani Village,7941,PHUMILANI VILLAGE,Western Cape,City of Cape Town (CPT),Cape Town
2277,Muizenberg,7950,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2278,Retreat,7965,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2279,Tokai,7966,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2280,Fish Hoek,7974,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2281,Vishoek,7974,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2282,Fish Hoek,7975,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2283,Vishoek,7975,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2284,Kommetjie,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2285,Seesig,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2286,Sun Valley,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2287,Kalk Bay,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2288,Kalkbaai,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2289,Simon's Town,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2290,Simonstad,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2291,Capri Village,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2292,Carolwood,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2293,Clovelly,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2294,Faerie Knowe,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2295,Hazelwood Park,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2296,Imhoff's Gift,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2297,Long Beach Village,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2298,Masiphumelele,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2299,Milkwood Park,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2300,Milkwoodpark,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2301,Ocean View,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2302,Peers Hill Estate,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2303,Riverside Glen,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2304,Scarborough,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2305,Silverglade,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2306,Sunny Cove,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2307,Sunnydale,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2308,The Lakes,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2309,Welcome Glen,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2310,Wingate Heights,7975,Fish Hoek,Western Cape,City of Cape Town (CPT),Cape Town
2311,Castle Rock,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2312,Da Gama Park,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2313,Dido Valley,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2314,Didovallei,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2315,Froggy Pond,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2316,Glen Marine,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2317,Glencairn,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2318,Glencairn Heights,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2319,Murdoch Valley,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2320,Seaforth,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2321,The Boulders,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2322,Woodlands,7975,Simon's Town,Western Cape,City of Cape Town (CPT),Cape Town
2323,Cape Town,8000,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2324,Cape Town,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2325,Waterfront,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2326,Central,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2327,De Waterkant,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2328,Devil's Peak Estate,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2329,Foreshore,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2330,Gardens,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2331,Higgovale,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2332,Highlands Estate,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2333,Kloofnek,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2334,Oranjezicht,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2335,Schotsche Kloof,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2336,Signal Hill,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2337,Table Bay Harbour,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2338,Tamboerskloof,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2339,Vredehoek,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2340,High Cape,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2341,Victoria Junction,8001,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2342,Waterfront,8002,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2343,Capemail,8003,Cape Town,Western Cape,City of Cape Town (CPT),Cape Town
2344,Cape Mail Speed Services Networks,8004,CAPE MAIL SPEED SERVICES NETWORKS,Western Cape,City of Cape Town (CPT),Cape Town
